English Sentence,Amharic Sentence
Several major internet companies and activist groups post messages defending net neutrality.,ብዛት ያላቸው የበይነ መረብ አቅራቢ ድርጅቶች እና የማህበረሰብ አንቂ ግለሰቦች የበይነ መረብ ገለልተኝነትን በመደገፍ መልእክቶችን አስተላልፈዋል።
"The President of Spanish Football Federation and Vicepresident of FIFA and UEFA, Ángel María Villar, is arrested with his son amid a corruption scandal.",የስፔን እግር ኳስ ፌዴሬሽን ፕሬዝዳንት እንዲሁም የፊፋ እና የአውሮፓ ህብረት እግር ኳስ ማህበር ምክትል ፕሬዝዳንት የሆኑት አንጄል ማሪያ ቪላር እና ልጃቸው በሙስና ቅሌት በመጠርጠር ታሰሩ።
A hearing in the U.S. Senate is held about alleged human rights violations in the Philippines's war against illegal drugs.,የአሜሪካው ሴኔት በፊሊፒንስ በአደንዛዥ እፅ ላይ የተደረገውን ጦርነት ከሰብአዊ መብት ጥሰቶች ጋር በተያያዘ ውይይት አደረገ።
"Brown University researchers discover that a substantial amount of water may be present beneath the surface of the Moon. ,",የብራውን ዩንቨርሰቲ ተመራማሪዎች ከጨረቃ የላይኛው ወለል በታች ከፍተኛ የሆነ የውሃ መጠን ሊኖር ይችላል ሲሉ ተናገሩ።
"Reformist candidate Mohammad-Ali Najafi is unanimously elected Mayor of Tehran by the city council, ending the 12-year tenure of Principlist Mohammad-Bagher Ghalibaf.",የተሃድሶ አማራጭ ሆኖ የቀረበው መሃመድ አሊ ናጃፊ ከ12 አመታት የ መሃመድ ባግሀር ጋሃሊባፍ የክንቲባነት ቆይታ በ|ላ በአንድ ድምፅ የቴህራን ከንቲባ እንዲሆን ተመረጠ።
"A mudslide triggered by heavy rain near Sierra Leone's capital Freetown, kills at least 350 people with the death toll expected to rise as high as 500.",በሴራሊዮን ዋና ከተማ ፍሪታውን አቅራቢያ በከባድ ዝናብ የተነሳ የጭቃ መንሸራተት በትንሹ 350 ሰዎችን ገድሏል ፣ የሟቾች ቁጥር እስከ 500 ይደርሳል ተብሎ ይጠበቃል።
"Pakistan holds a state funeral for German-born Catholic nun Ruth Pfau, known as ""Pakistan's Mother Teresa,"" who devoted her life to eradicating leprosy in the South Asian country.",ፓኪስታን በደቡብ እስያ ሀገር የሥጋ ደዌ በሽታን ለማጥፋት ትተጋ የነበረቸውን “የፓኪስታን ማዘር ትሬዛ” በመባል የምትታወቀውን የጀርመን ተወላጅ የካቶሊክ መነኩሲት ሩት ፓፋ የቀብር ሥነ ሥርዓት አከናወነች።
"Tropical depression Harvey becomes a hurricane, expected to make landfall on the Texas coast at Category 3, bringing life-threatening storm surge, rainfall, and wind hazards.",ትሮፒካል ዲፕሬሽን ሃርቬይ ወደ የባህር አውሎንፋስነት አድጎ በምድብ 3 በቴክሳስ ባህር ዳርቻ ላይ መሬት ላይ እንደሚወድቅ የጠበቃል ፣ ለሕይወት አስጊ የሆነ ማዕበል ፣ ዝናብ እና የንፋስ አደጋዎችንም ያመጣል።
"Toronto's Sheraton Cadwell Orchestras closes and its management resigns following public backlash to a fat-shaming email that said only ""physically fit and slim"" singers would be featured in shows.",በቶርንቶ ሸራተን የሚገኘው የካድዌል ኦርኬስትራ አስተዳደር ይፋ በወጣበት የሰውነት ገፅታን በሚያኮስስና አካለዋ ቁመና ያላሟላ ሙዚቀኛ መድረክ ላይ አይቀርብም በሚል የተሰራጨው መልእክት ስራውን እንዲለቅ አስገድዶታል።
The opposition movement in Venezuela seeks help from France.,በቬንዚዌላ የሚደረገው የተቃዋሚዎች እንቅስቃሴ ከፈረንሳይ ድጋፍ እንደሚፈልግ ገለፀ።
Google is being sued over alleged inequality in the pay of male and female employees.,ጉግል በወንድ እና በሴት ሰራተኞች መካከል ያልተመጣጠን ክፍያ በመክፈል ጠርጥሮ ተከሰሰ።
A journalist for the British newspaper Financial Times is killed by a crocodile in Sri Lanka.,የእንግሊዝ ጋዜጣ ፋይናንሺያል ታይምስ ጋዜጠኛ በስሪ ላንካ በአዞ ተገደለ።
The World Health Organization says that hunger around the world has risen as a result of war and climate change.,የአለም የጤና ድርጅት በአለማች ረሃብ በጦርነት እና በአየር ንብረት ለውጥ ምክንያት እንደተስፋፋ ገለፀ።
"Russian and Syrian warplanes carry out airstrikes in southern Idlib, killing three civilians and wounding others.",የሩስያ እና የሶሪያ የጦር አውሮፕላኖች በደቡባዊ ኢድሊብ የአየር ድብደባ ሲፈፅሙ፣ ሶስት ሰላማዊ ሰዎችን ገድለው ሌሎችንም አቁስለዋል።
U.S. President Donald Trump announces new sanctions on North Korea over its nuclear weapons program.,የዩናይትድ ስቴትስ ፕሬዚዳንት ዶናልድ ትራምፕ በሰሜን ኮሪያ በኒውክሌር የጦር መሣሪያ መርሃ ግብሯ ላይ አዲስ ማዕቀብ አወጁ።
The king of Saudi Arabia issues a decree allowing women to be issued driving licenses by June 2018.,የሳውዲ አረቢያው ንጉስ ሴቶች የመንጃ ፍቃድ እንዲያገኙ የሚያዘውን ደንብ በሰኔ 2018 አፀደቁ።
"The United Kingdom's Monarch Airlines goes into financial bankruptcy administration, suspending all flights, cancelling 300 thousand bookings, and leaving tens of thousands of passengers stranded.",የዩናይትድ ኪንግደም ሞናርክ አየር መንገድ በደረሰበት የፋይናንስ ኪሳራ ምክንያት ሁሉንም በረራዎች ሲታገዱ ፣ 300 ሺህ የበረራ ጉዞዎች ምዝገባ እንዲሁም በአሥር ሺዎች የሚቆጠሩ በራሪዎች መንቀሳቀስ ባለመቻላቸው በመደረሰባቸው የመንገደኞች መጎሳቆል ሳቢያ የድርጅቱን አስተዳደር ለሶስተኛ ወገን አሳልፎ ለመስጠት ተገዷል።
The Federal Communications Commission approves Google's plan to restore some cell phone service in hurricane-hit Puerto Rico with Project Loon balloons.,በአውሎ ንፋስ በተመታችው ፖርቶ ሪኮ ውስን የሞባይል ስልክ አገልግሎትን መልሶ ለማስጀመር ታስቦ በወጣው የሎን ባሉንስ የጉግል ፕሮጀክት እቅድን የፌዴራል ግንኙነት ኮሚሽኑ አፅድቋል።
The New York Police Department and London's Metropolitan Police Service open investigations into alleged sexual assault allegations against the American film producer Harvey Weinstein.,የአሜሪካው የፊልም አምራች ሃርቬይ ዌይንስታይን ወሲባዊ ጥቃት ፈፅመዋል ተብለው በመጠርጠራቸው የኒው ዮርክ ፖሊስ መምሪያ እና የለንደኑ የሜትሮፖሊታን ፖሊስ አገልግሎት ምርመራዎችን ከፍተዋል።
The Board of Directors of the Academy of Motion Picture Arts and Sciences decides to strip Harvey Weinstein of membership following several allegations of predatory sexual behavior.,የእንቅስቃሴ ስዕል ስነ -ጥበባት እና ሳይንስ አካዳሚ የዳይሬክተሮች ቦርድ በርካታ የወሲብ ባህሪ ወንጀል ክሶችን ተከትሎ ሃርቪ ዋይንስቲንን ከአባልነት ለማውጣት ወስኗል።
"President Nursultan Nazarbayev of Kazakhstan announces that the Kazakh language will begin using a Latin script, rather than the current Cyrillic script.",የካዛኪስታን ፕሬዚደንት ኑርሱልጣን ናዛርባይቭ ካዛክ kንk ሲርሊክ ፊደላት በመተው የላቲን ፊደላትን እንደሚጠቀም አስታወቁ።
A North Korean defector claims children are being born with deformities near North Korea's nuclear testing site.,ከሰሜን ኮሪያ ያመለጠው ግለሰብ በሰሜን ኮሪያ ኒውክለር ማብለያ መሞከሪያ አጠገብ እየተወለዱ ያሉ ልጆች ከአካላዊ ችግሮች ጋር እየተዎለዱ እንደሆነ ተናገረ።
U.S. President Donald Trump visits South Korea amidst a crisis with North Korea.,የአሜሪካው ፕሬዚደንት ዶናልድ ትረምፕ ከሰሜን ኮሪያ ጋር ያለው ቀውስ እንዳለ ሆኖ ወደ ደቡብ ኮሪያን ለጉብኝት ተገኙ።
22 police agents are wounded in Brussels when celebrations for Morocco's 2018 FIFA World Cup qualification turn violent.,በብራሰልስ የሞሮኮ ደጋፊዎች ሃገራቸው ለ2018 የፊፋ የአለም ዋንጫ በመላፏ ሲያደርጉ በነበረው ፈንጠዚያ ወደ ረብሻ ተለውጦ 22 የፖሊስ አባላት ቆሰሉ።
"Former Zimbabwe finance minister Ignatius Chombo, who was arrested during Operation Restore Legacy, is charged in Harare Magistrate’s Court with three counts of fraud, abuse of power, and corruption.",ወደነበርንበት እንመለስ በሚል በተጀመረው ኦፕሬሽን የተያዘው የቀድሞ የዝምባብዌ የገንዘብ ሚኒስቴር ኢግናተስ ቾምቦ በሃራሬ ማጀስትሬት ፍርድ ቤት በሶስት ክሶች እንዲከሰስ ተደረገ፤ እነዚህም ክሶች ማጭበርበር፣ ስልጣንን ያለ አግባብ መጠቀም እና ሙስና ናቸው።
A European Union appeal committee votes to reauthorise the use of glyphosate as a herbicide for a five-year period.,የአውሮፓ ህብረት የይግባኝ ኮሚቴ ግላይፎሴትን እንደ ፀረ-አረም በአምስት ዓመት ጊዜ ውስጥ ለመጠቀም እንደገና ለመፍቀድ ድምጽ ይሰጣል።
"Apple Inc. faces backlash and lawsuits after admitting to slowing down the speed on some of their older phones deliberately. ,",አፕል ኢንክ አንዳንድ የድሮ ስልኮቻቸውን ፍጥነትን ሆን ተብሎ መቀነስን አምኖ መቀበልን አስመልክቶ የፍርድ ቤት ክሶች እንዲሁም ትችት ደርሶባቸዋል።
"North Korea’s foreign ministry, in an official statement, says the latest United Nations sanctions are an act of war and are, in effect, a complete economic blockade.",የሰሜን ኮሪያ የውጭ ጉዳይ ሚኒስቴር በይፋ በሰጠው መግለጫ የቅርብ ጊዜው የተባበሩት መንግስታት ማዕቀቦች የጦርነት ጥቃት መሆናቸውን እንዲሁም ሙሉ በሙሉ የኢኮኖሚ እገዳውን መተግበርን የሚያሳዩ ናቸው ብለዋል።
"Barack Obama and Hillary Clinton are voted the most admired man and woman in the United States, according to Gallup's annual poll.",በጋሉፕ አመታዊ የህዝብ አስተያየት ባራክ ኦባማ እና ሂላሪ ክሊንተን በዩናይትድ ስቴትስ እጅግ የተደነቁ ወንድ እና ሴት ተደርገው ተመርጠዋል ።
"Iran enforces a ban on teaching English in elementary schools, calling it a ""cultural invasion"" by the West.",ኢራን በአንደኛ ደረጃ ትምህርት ቤቶች እንግሊዝኛን የማስተማር ክልከላን ተግባራዊ አደረገች ፣ የምዕራቡ ዓለም “የባህል ወረራ” በማለትም ጠርታዋለች።
"Zimbabwean politician Roy Bennett is killed in a helicopter crash near Raton, New Mexico, United States.",የዚምባብዌ ፖለቲከኛ ሮይ ቤኔት በዩናይትድ ስቴትስ ኒው ሜክሲኮ ራቶን አቅራቢያ በሄሊኮፕተር አደጋ ህይወቱ አልፏል።
"In American football, the Philadelphia Eagles win the National Football Conference, defeating the Minnesota Vikings 38–7.",በአሜሪካን ፉትቦል የፊላደልፊያ ኤግልስ የ ሚኔሶታ ቫይኪንግን 38 ለ 7 በሆነ ውጤት የብሄራዊ ፉትቦል ኮንፍረንስን አሸነፉ።
"Seven people die in clashes between security forces and worshippers taking part in an Ethiopian Orthodox religious ceremony marking Timkat (Epiphany) in Woldiya, Amhara, Ethiopia, over the weekend.",በኢትዮጵያ ውስጥ በአማራ ክልል ወልዲያ ከተማ በሳምንቱ መጨረሻ የኢትዮጵያ ኦርቶዶክስ ሃይማኖታዊ ሥነ ሥርዓት ጥምቀት በማክበር ላይ የነበሩ ምእመናንና በፀጥታ ኃይሎች መካከል በተፈጠረ ግጭት ሰባት ሰዎች ሞተዋል።
"A judge in Amsterdam delays the extradition of the man suspected of a lethal stabbing on the Bruges Market Square, citing concerns over the living conditions in Belgian jails.",በቤልጅየን እስር ቤቶች ውስጥ ባለው የኑሮ ሁኔታ ስጋቶችን በመጥቀስ በብሩግ የገበያ አደባባይ ላይ በግድያ ውጊያ የሰው ማጥፋት ወንጀል የተጠረጠረውን ሰው አሳልፎ የመስጠት ውሳኔ በአምስተርዳም የሚገኝ አንድ ዳኛ አዘግይቷል።
"Scientists discover a large colony of more than 750,000 pairs of Adélie penguins on the Danger Islands in Antarctica.",ተመራማሪዎች በአንታርክቲካ በዴንጀር ደሴት ላይ ከፍተኛና ቁጥራቸው ከ750000 ጥንድ በላይ የሆኑ አዴሌ ፔንግዊኖችን አገኙ።
